file,emotion
RAVDESS\Actor_16\03-01-06-02-02-02-16.wav,fearful
RAVDESS\Actor_16\03-01-07-01-01-01-16.wav,disgust
RAVDESS\Actor_16\03-01-07-01-01-02-16.wav,disgust
RAVDESS\Actor_16\03-01-07-01-02-01-16.wav,disgust
RAVDESS\Actor_16\03-01-07-01-02-02-16.wav,disgust
RAVDESS\Actor_16\03-01-07-02-01-01-16.wav,disgust
RAVDESS\Actor_16\03-01-07-02-01-02-16.wav,disgust
RAVDESS\Actor_16\03-01-07-02-02-01-16.wav,disgust
RAVDESS\Actor_16\03-01-07-02-02-02-16.wav,disgust
RAVDESS\Actor_16\03-01-08-01-01-01-16.wav,surprised
RAVDESS\Actor_16\03-01-08-01-01-02-16.wav,surprised
RAVDESS\Actor_16\03-01-08-01-02-01-16.wav,surprised
RAVDESS\Actor_16\03-01-08-01-02-02-16.wav,surprised
RAVDESS\Actor_16\03-01-08-02-01-01-16.wav,surprised
RAVDESS\Actor_16\03-01-08-02-01-02-16.wav,surprised
RAVDESS\Actor_16\03-01-08-02-02-01-16.wav,surprised
RAVDESS\Actor_16\03-01-08-02-02-02-16.wav,surprised
RAVDESS\Actor_17\03-01-01-01-01-01-17.wav,neutral
RAVDESS\Actor_17\03-01-01-01-01-02-17.wav,neutral
RAVDESS\Actor_17\03-01-01-01-02-01-17.wav,neutral
RAVDESS\Actor_17\03-01-01-01-02-02-17.wav,neutral
RAVDESS\Actor_17\03-01-02-01-01-01-17.wav,calm
RAVDESS\Actor_17\03-01-02-01-01-02-17.wav,calm
RAVDESS\Actor_17\03-01-02-01-02-01-17.wav,calm
RAVDESS\Actor_17\03-01-02-01-02-02-17.wav,calm
RAVDESS\Actor_17\03-01-02-02-01-01-17.wav,calm
RAVDESS\Actor_17\03-01-02-02-01-02-17.wav,calm
RAVDESS\Actor_17\03-01-02-02-02-01-17.wav,calm
RAVDESS\Actor_17\03-01-02-02-02-02-17.wav,calm
RAVDESS\Actor_17\03-01-03-01-01-01-17.wav,happy
RAVDESS\Actor_17\03-01-03-01-01-02-17.wav,happy
RAVDESS\Actor_17\03-01-03-01-02-01-17.wav,happy
RAVDESS\Actor_17\03-01-03-01-02-02-17.wav,happy
RAVDESS\Actor_17\03-01-03-02-01-01-17.wav,happy
RAVDESS\Actor_17\03-01-03-02-01-02-17.wav,happy
RAVDESS\Actor_17\03-01-03-02-02-01-17.wav,happy
RAVDESS\Actor_17\03-01-03-02-02-02-17.wav,happy
RAVDESS\Actor_17\03-01-04-01-01-01-17.wav,sad
RAVDESS\Actor_17\03-01-04-01-01-02-17.wav,sad
RAVDESS\Actor_17\03-01-04-01-02-01-17.wav,sad
RAVDESS\Actor_17\03-01-04-01-02-02-17.wav,sad
RAVDESS\Actor_17\03-01-04-02-01-01-17.wav,sad
RAVDESS\Actor_17\03-01-04-02-01-02-17.wav,sad
RAVDESS\Actor_17\03-01-04-02-02-01-17.wav,sad
RAVDESS\Actor_17\03-01-04-02-02-02-17.wav,sad
RAVDESS\Actor_17\03-01-05-01-01-01-17.wav,angry
RAVDESS\Actor_17\03-01-05-01-01-02-17.wav,angry
RAVDESS\Actor_17\03-01-05-01-02-01-17.wav,angry
RAVDESS\Actor_17\03-01-05-01-02-02-17.wav,angry
RAVDESS\Actor_17\03-01-05-02-01-01-17.wav,angry
RAVDESS\Actor_17\03-01-05-02-01-02-17.wav,angry
RAVDESS\Actor_17\03-01-05-02-02-01-17.wav,angry
RAVDESS\Actor_17\03-01-05-02-02-02-17.wav,angry
RAVDESS\Actor_17\03-01-06-01-01-01-17.wav,fearful
RAVDESS\Actor_17\03-01-06-01-01-02-17.wav,fearful
RAVDESS\Actor_17\03-01-06-01-02-01-17.wav,fearful
RAVDESS\Actor_17\03-01-06-01-02-02-17.wav,fearful
RAVDESS\Actor_17\03-01-06-02-01-01-17.wav,fearful
RAVDESS\Actor_17\03-01-06-02-01-02-17.wav,fearful
RAVDESS\Actor_17\03-01-06-02-02-01-17.wav,fearful
RAVDESS\Actor_17\03-01-06-02-02-02-17.wav,fearful
RAVDESS\Actor_17\03-01-07-01-01-01-17.wav,disgust
RAVDESS\Actor_17\03-01-07-01-01-02-17.wav,disgust
RAVDESS\Actor_17\03-01-07-01-02-01-17.wav,disgust
RAVDESS\Actor_17\03-01-07-01-02-02-17.wav,disgust
RAVDESS\Actor_17\03-01-07-02-01-01-17.wav,disgust
RAVDESS\Actor_17\03-01-07-02-01-02-17.wav,disgust
RAVDESS\Actor_17\03-01-07-02-02-01-17.wav,disgust
RAVDESS\Actor_17\03-01-07-02-02-02-17.wav,disgust
RAVDESS\Actor_17\03-01-08-01-01-01-17.wav,surprised
RAVDESS\Actor_17\03-01-08-01-01-02-17.wav,surprised
RAVDESS\Actor_17\03-01-08-01-02-01-17.wav,surprised
RAVDESS\Actor_17\03-01-08-01-02-02-17.wav,surprised
RAVDESS\Actor_17\03-01-08-02-01-01-17.wav,surprised
RAVDESS\Actor_17\03-01-08-02-01-02-17.wav,surprised
RAVDESS\Actor_17\03-01-08-02-02-01-17.wav,surprised
RAVDESS\Actor_17\03-01-08-02-02-02-17.wav,surprised
RAVDESS\Actor_18\03-01-01-01-01-01-18.wav,neutral
RAVDESS\Actor_18\03-01-01-01-01-02-18.wav,neutral
RAVDESS\Actor_18\03-01-01-01-02-01-18.wav,neutral
RAVDESS\Actor_18\03-01-01-01-02-02-18.wav,neutral
RAVDESS\Actor_18\03-01-02-01-01-01-18.wav,calm
RAVDESS\Actor_18\03-01-02-01-01-02-18.wav,calm
RAVDESS\Actor_18\03-01-02-01-02-01-18.wav,calm
RAVDESS\Actor_18\03-01-02-01-02-02-18.wav,calm
RAVDESS\Actor_18\03-01-02-02-01-01-18.wav,calm
RAVDESS\Actor_18\03-01-02-02-01-02-18.wav,calm
RAVDESS\Actor_18\03-01-02-02-02-01-18.wav,calm
RAVDESS\Actor_18\03-01-02-02-02-02-18.wav,calm
RAVDESS\Actor_18\03-01-03-01-01-01-18.wav,happy
RAVDESS\Actor_18\03-01-03-01-01-02-18.wav,happy
RAVDESS\Actor_18\03-01-03-01-02-01-18.wav,happy
RAVDESS\Actor_18\03-01-03-01-02-02-18.wav,happy
RAVDESS\Actor_18\03-01-03-02-01-01-18.wav,happy
RAVDESS\Actor_18\03-01-03-02-01-02-18.wav,happy
RAVDESS\Actor_18\03-01-03-02-02-01-18.wav,happy
RAVDESS\Actor_18\03-01-03-02-02-02-18.wav,happy
RAVDESS\Actor_18\03-01-04-01-01-01-18.wav,sad
RAVDESS\Actor_18\03-01-04-01-01-02-18.wav,sad
RAVDESS\Actor_18\03-01-04-01-02-01-18.wav,sad
RAVDESS\Actor_18\03-01-04-01-02-02-18.wav,sad
RAVDESS\Actor_18\03-01-04-02-01-01-18.wav,sad
RAVDESS\Actor_18\03-01-04-02-01-02-18.wav,sad
RAVDESS\Actor_18\03-01-04-02-02-01-18.wav,sad
RAVDESS\Actor_18\03-01-04-02-02-02-18.wav,sad
RAVDESS\Actor_18\03-01-05-01-01-01-18.wav,angry
RAVDESS\Actor_18\03-01-05-01-01-02-18.wav,angry
RAVDESS\Actor_18\03-01-05-01-02-01-18.wav,angry
RAVDESS\Actor_18\03-01-05-01-02-02-18.wav,angry
RAVDESS\Actor_18\03-01-05-02-01-01-18.wav,angry
RAVDESS\Actor_18\03-01-05-02-01-02-18.wav,angry
RAVDESS\Actor_18\03-01-05-02-02-01-18.wav,angry
RAVDESS\Actor_18\03-01-05-02-02-02-18.wav,angry
RAVDESS\Actor_18\03-01-06-01-01-01-18.wav,fearful
RAVDESS\Actor_18\03-01-06-01-01-02-18.wav,fearful
RAVDESS\Actor_18\03-01-06-01-02-01-18.wav,fearful
RAVDESS\Actor_18\03-01-06-01-02-02-18.wav,fearful
RAVDESS\Actor_18\03-01-06-02-01-01-18.wav,fearful
RAVDESS\Actor_18\03-01-06-02-01-02-18.wav,fearful
RAVDESS\Actor_18\03-01-06-02-02-01-18.wav,fearful
RAVDESS\Actor_18\03-01-06-02-02-02-18.wav,fearful
RAVDESS\Actor_18\03-01-07-01-01-01-18.wav,disgust
RAVDESS\Actor_18\03-01-07-01-01-02-18.wav,disgust
RAVDESS\Actor_18\03-01-07-01-02-01-18.wav,disgust
RAVDESS\Actor_18\03-01-07-01-02-02-18.wav,disgust
RAVDESS\Actor_18\03-01-07-02-01-01-18.wav,disgust
RAVDESS\Actor_18\03-01-07-02-01-02-18.wav,disgust
RAVDESS\Actor_18\03-01-07-02-02-01-18.wav,disgust
RAVDESS\Actor_18\03-01-07-02-02-02-18.wav,disgust
RAVDESS\Actor_18\03-01-08-01-01-01-18.wav,surprised
RAVDESS\Actor_18\03-01-08-01-01-02-18.wav,surprised
RAVDESS\Actor_18\03-01-08-01-02-01-18.wav,surprised
RAVDESS\Actor_18\03-01-08-01-02-02-18.wav,surprised
RAVDESS\Actor_18\03-01-08-02-01-01-18.wav,surprised
RAVDESS\Actor_18\03-01-08-02-01-02-18.wav,surprised
RAVDESS\Actor_18\03-01-08-02-02-01-18.wav,surprised
RAVDESS\Actor_18\03-01-08-02-02-02-18.wav,surprised
RAVDESS\Actor_19\03-01-01-01-01-01-19.wav,neutral
RAVDESS\Actor_19\03-01-01-01-01-02-19.wav,neutral
RAVDESS\Actor_19\03-01-01-01-02-01-19.wav,neutral
RAVDESS\Actor_19\03-01-01-01-02-02-19.wav,neutral
RAVDESS\Actor_19\03-01-02-01-01-01-19.wav,calm
RAVDESS\Actor_19\03-01-02-01-01-02-19.wav,calm
RAVDESS\Actor_19\03-01-02-01-02-01-19.wav,calm
RAVDESS\Actor_19\03-01-02-01-02-02-19.wav,calm
RAVDESS\Actor_19\03-01-02-02-01-01-19.wav,calm
RAVDESS\Actor_19\03-01-02-02-01-02-19.wav,calm
RAVDESS\Actor_19\03-01-02-02-02-01-19.wav,calm
RAVDESS\Actor_19\03-01-02-02-02-02-19.wav,calm
RAVDESS\Actor_19\03-01-03-01-01-01-19.wav,happy
RAVDESS\Actor_19\03-01-03-01-01-02-19.wav,happy
RAVDESS\Actor_19\03-01-03-01-02-01-19.wav,happy
RAVDESS\Actor_19\03-01-03-01-02-02-19.wav,happy
RAVDESS\Actor_19\03-01-03-02-01-01-19.wav,happy
RAVDESS\Actor_19\03-01-03-02-01-02-19.wav,happy
RAVDESS\Actor_19\03-01-03-02-02-01-19.wav,happy
RAVDESS\Actor_19\03-01-03-02-02-02-19.wav,happy
RAVDESS\Actor_19\03-01-04-01-01-01-19.wav,sad
RAVDESS\Actor_19\03-01-04-01-01-02-19.wav,sad
RAVDESS\Actor_19\03-01-04-01-02-01-19.wav,sad
RAVDESS\Actor_19\03-01-04-01-02-02-19.wav,sad
RAVDESS\Actor_19\03-01-04-02-01-01-19.wav,sad
RAVDESS\Actor_19\03-01-04-02-01-02-19.wav,sad
RAVDESS\Actor_19\03-01-04-02-02-01-19.wav,sad
RAVDESS\Actor_19\03-01-04-02-02-02-19.wav,sad
RAVDESS\Actor_19\03-01-05-01-01-01-19.wav,angry
RAVDESS\Actor_19\03-01-05-01-01-02-19.wav,angry
RAVDESS\Actor_19\03-01-05-01-02-01-19.wav,angry
RAVDESS\Actor_19\03-01-05-01-02-02-19.wav,angry
RAVDESS\Actor_19\03-01-05-02-01-01-19.wav,angry
RAVDESS\Actor_19\03-01-05-02-01-02-19.wav,angry
RAVDESS\Actor_19\03-01-05-02-02-01-19.wav,angry
RAVDESS\Actor_19\03-01-05-02-02-02-19.wav,angry
RAVDESS\Actor_19\03-01-06-01-01-01-19.wav,fearful
RAVDESS\Actor_19\03-01-06-01-01-02-19.wav,fearful
RAVDESS\Actor_19\03-01-06-01-02-01-19.wav,fearful
RAVDESS\Actor_19\03-01-06-01-02-02-19.wav,fearful
RAVDESS\Actor_19\03-01-06-02-01-01-19.wav,fearful
RAVDESS\Actor_19\03-01-06-02-01-02-19.wav,fearful
RAVDESS\Actor_19\03-01-06-02-02-01-19.wav,fearful
RAVDESS\Actor_19\03-01-06-02-02-02-19.wav,fearful
RAVDESS\Actor_19\03-01-07-01-01-01-19.wav,disgust
RAVDESS\Actor_19\03-01-07-01-01-02-19.wav,disgust
RAVDESS\Actor_19\03-01-07-01-02-01-19.wav,disgust
RAVDESS\Actor_19\03-01-07-01-02-02-19.wav,disgust
RAVDESS\Actor_19\03-01-07-02-01-01-19.wav,disgust
RAVDESS\Actor_19\03-01-07-02-01-02-19.wav,disgust
RAVDESS\Actor_19\03-01-07-02-02-01-19.wav,disgust
RAVDESS\Actor_19\03-01-07-02-02-02-19.wav,disgust
RAVDESS\Actor_19\03-01-08-01-01-01-19.wav,surprised
RAVDESS\Actor_19\03-01-08-01-01-02-19.wav,surprised
RAVDESS\Actor_19\03-01-08-01-02-01-19.wav,surprised
RAVDESS\Actor_19\03-01-08-01-02-02-19.wav,surprised
RAVDESS\Actor_19\03-01-08-02-01-01-19.wav,surprised
RAVDESS\Actor_19\03-01-08-02-01-02-19.wav,surprised
RAVDESS\Actor_19\03-01-08-02-02-01-19.wav,surprised
RAVDESS\Actor_19\03-01-08-02-02-02-19.wav,surprised
RAVDESS\Actor_20\03-01-01-01-01-01-20.wav,neutral
RAVDESS\Actor_20\03-01-01-01-01-02-20.wav,neutral
RAVDESS\Actor_20\03-01-01-01-02-01-20.wav,neutral
RAVDESS\Actor_20\03-01-01-01-02-02-20.wav,neutral
RAVDESS\Actor_20\03-01-02-01-01-01-20.wav,calm
RAVDESS\Actor_20\03-01-02-01-01-02-20.wav,calm
RAVDESS\Actor_20\03-01-02-01-02-01-20.wav,calm
RAVDESS\Actor_20\03-01-02-01-02-02-20.wav,calm
RAVDESS\Actor_20\03-01-02-02-01-01-20.wav,calm
RAVDESS\Actor_20\03-01-02-02-01-02-20.wav,calm
RAVDESS\Actor_20\03-01-02-02-02-01-20.wav,calm
RAVDESS\Actor_20\03-01-02-02-02-02-20.wav,calm
RAVDESS\Actor_20\03-01-03-01-01-01-20.wav,happy
RAVDESS\Actor_20\03-01-03-01-01-02-20.wav,happy
RAVDESS\Actor_20\03-01-03-01-02-01-20.wav,happy
RAVDESS\Actor_20\03-01-03-01-02-02-20.wav,happy
RAVDESS\Actor_20\03-01-03-02-01-01-20.wav,happy
RAVDESS\Actor_20\03-01-03-02-01-02-20.wav,happy
RAVDESS\Actor_20\03-01-03-02-02-01-20.wav,happy
RAVDESS\Actor_20\03-01-03-02-02-02-20.wav,happy
RAVDESS\Actor_20\03-01-04-01-01-01-20.wav,sad
RAVDESS\Actor_20\03-01-04-01-01-02-20.wav,sad
RAVDESS\Actor_20\03-01-04-01-02-01-20.wav,sad
RAVDESS\Actor_20\03-01-04-01-02-02-20.wav,sad
RAVDESS\Actor_20\03-01-04-02-01-01-20.wav,sad
RAVDESS\Actor_20\03-01-04-02-01-02-20.wav,sad
RAVDESS\Actor_20\03-01-04-02-02-01-20.wav,sad
RAVDESS\Actor_20\03-01-04-02-02-02-20.wav,sad
RAVDESS\Actor_20\03-01-05-01-01-01-20.wav,angry
RAVDESS\Actor_20\03-01-05-01-01-02-20.wav,angry
RAVDESS\Actor_20\03-01-05-01-02-01-20.wav,angry
RAVDESS\Actor_20\03-01-05-01-02-02-20.wav,angry
RAVDESS\Actor_20\03-01-05-02-01-01-20.wav,angry
RAVDESS\Actor_20\03-01-05-02-01-02-20.wav,angry
RAVDESS\Actor_20\03-01-05-02-02-01-20.wav,angry
RAVDESS\Actor_20\03-01-05-02-02-02-20.wav,angry
RAVDESS\Actor_20\03-01-06-01-01-01-20.wav,fearful
RAVDESS\Actor_20\03-01-06-01-01-02-20.wav,fearful
RAVDESS\Actor_20\03-01-06-01-02-01-20.wav,fearful
RAVDESS\Actor_20\03-01-06-01-02-02-20.wav,fearful
RAVDESS\Actor_20\03-01-06-02-01-01-20.wav,fearful
RAVDESS\Actor_20\03-01-06-02-01-02-20.wav,fearful
RAVDESS\Actor_20\03-01-06-02-02-01-20.wav,fearful
RAVDESS\Actor_20\03-01-06-02-02-02-20.wav,fearful
RAVDESS\Actor_20\03-01-07-01-01-01-20.wav,disgust
RAVDESS\Actor_20\03-01-07-01-01-02-20.wav,disgust
RAVDESS\Actor_20\03-01-07-01-02-01-20.wav,disgust
RAVDESS\Actor_20\03-01-07-01-02-02-20.wav,disgust
RAVDESS\Actor_20\03-01-07-02-01-01-20.wav,disgust
RAVDESS\Actor_20\03-01-07-02-01-02-20.wav,disgust
RAVDESS\Actor_20\03-01-07-02-02-01-20.wav,disgust
RAVDESS\Actor_20\03-01-07-02-02-02-20.wav,disgust
RAVDESS\Actor_20\03-01-08-01-01-01-20.wav,surprised
RAVDESS\Actor_20\03-01-08-01-01-02-20.wav,surprised
RAVDESS\Actor_20\03-01-08-01-02-01-20.wav,surprised
RAVDESS\Actor_20\03-01-08-01-02-02-20.wav,surprised
RAVDESS\Actor_20\03-01-08-02-01-01-20.wav,surprised
RAVDESS\Actor_20\03-01-08-02-01-02-20.wav,surprised
RAVDESS\Actor_20\03-01-08-02-02-01-20.wav,surprised
RAVDESS\Actor_20\03-01-08-02-02-02-20.wav,surprised
RAVDESS\Actor_21\03-01-01-01-01-01-21.wav,neutral
RAVDESS\Actor_21\03-01-01-01-01-02-21.wav,neutral
RAVDESS\Actor_21\03-01-01-01-02-01-21.wav,neutral
RAVDESS\Actor_21\03-01-01-01-02-02-21.wav,neutral
RAVDESS\Actor_21\03-01-02-01-01-01-21.wav,calm
RAVDESS\Actor_21\03-01-02-01-01-02-21.wav,calm
RAVDESS\Actor_21\03-01-02-01-02-01-21.wav,calm
RAVDESS\Actor_21\03-01-02-01-02-02-21.wav,calm
RAVDESS\Actor_21\03-01-02-02-01-01-21.wav,calm
RAVDESS\Actor_21\03-01-02-02-01-02-21.wav,calm
RAVDESS\Actor_21\03-01-02-02-02-01-21.wav,calm
RAVDESS\Actor_21\03-01-02-02-02-02-21.wav,calm
RAVDESS\Actor_21\03-01-03-01-01-01-21.wav,happy
RAVDESS\Actor_21\03-01-03-01-01-02-21.wav,happy
RAVDESS\Actor_21\03-01-03-01-02-01-21.wav,happy
RAVDESS\Actor_21\03-01-03-01-02-02-21.wav,happy
RAVDESS\Actor_21\03-01-03-02-01-01-21.wav,happy
RAVDESS\Actor_21\03-01-03-02-01-02-21.wav,happy
RAVDESS\Actor_21\03-01-03-02-02-01-21.wav,happy
RAVDESS\Actor_21\03-01-03-02-02-02-21.wav,happy
RAVDESS\Actor_21\03-01-04-01-01-01-21.wav,sad
RAVDESS\Actor_21\03-01-04-01-01-02-21.wav,sad
RAVDESS\Actor_21\03-01-04-01-02-01-21.wav,sad
RAVDESS\Actor_21\03-01-04-01-02-02-21.wav,sad
RAVDESS\Actor_21\03-01-04-02-01-01-21.wav,sad
RAVDESS\Actor_21\03-01-04-02-01-02-21.wav,sad
RAVDESS\Actor_21\03-01-04-02-02-01-21.wav,sad
RAVDESS\Actor_21\03-01-04-02-02-02-21.wav,sad
RAVDESS\Actor_21\03-01-05-01-01-01-21.wav,angry
RAVDESS\Actor_21\03-01-05-01-01-02-21.wav,angry
RAVDESS\Actor_21\03-01-05-01-02-01-21.wav,angry
RAVDESS\Actor_21\03-01-05-01-02-02-21.wav,angry
RAVDESS\Actor_21\03-01-05-02-01-01-21.wav,angry
RAVDESS\Actor_21\03-01-05-02-01-02-21.wav,angry
RAVDESS\Actor_21\03-01-05-02-02-01-21.wav,angry
RAVDESS\Actor_21\03-01-05-02-02-02-21.wav,angry
RAVDESS\Actor_21\03-01-06-01-01-01-21.wav,fearful
RAVDESS\Actor_21\03-01-06-01-01-02-21.wav,fearful
RAVDESS\Actor_21\03-01-06-01-02-01-21.wav,fearful
RAVDESS\Actor_21\03-01-06-01-02-02-21.wav,fearful
RAVDESS\Actor_21\03-01-06-02-01-01-21.wav,fearful
RAVDESS\Actor_21\03-01-06-02-01-02-21.wav,fearful
RAVDESS\Actor_21\03-01-06-02-02-01-21.wav,fearful
RAVDESS\Actor_21\03-01-06-02-02-02-21.wav,fearful
RAVDESS\Actor_21\03-01-07-01-01-01-21.wav,disgust
RAVDESS\Actor_21\03-01-07-01-01-02-21.wav,disgust
RAVDESS\Actor_21\03-01-07-01-02-01-21.wav,disgust
RAVDESS\Actor_21\03-01-07-01-02-02-21.wav,disgust
RAVDESS\Actor_21\03-01-07-02-01-01-21.wav,disgust
RAVDESS\Actor_21\03-01-07-02-01-02-21.wav,disgust
RAVDESS\Actor_21\03-01-07-02-02-01-21.wav,disgust
RAVDESS\Actor_21\03-01-07-02-02-02-21.wav,disgust
RAVDESS\Actor_21\03-01-08-01-01-01-21.wav,surprised
RAVDESS\Actor_21\03-01-08-01-01-02-21.wav,surprised
RAVDESS\Actor_21\03-01-08-01-02-01-21.wav,surprised
RAVDESS\Actor_21\03-01-08-01-02-02-21.wav,surprised
RAVDESS\Actor_21\03-01-08-02-01-01-21.wav,surprised
RAVDESS\Actor_21\03-01-08-02-01-02-21.wav,surprised
RAVDESS\Actor_21\03-01-08-02-02-01-21.wav,surprised
RAVDESS\Actor_21\03-01-08-02-02-02-21.wav,surprised
RAVDESS\Actor_22\03-01-01-01-01-01-22.wav,neutral
RAVDESS\Actor_22\03-01-01-01-01-02-22.wav,neutral
RAVDESS\Actor_22\03-01-01-01-02-01-22.wav,neutral
RAVDESS\Actor_22\03-01-01-01-02-02-22.wav,neutral
RAVDESS\Actor_22\03-01-02-01-01-01-22.wav,calm
RAVDESS\Actor_22\03-01-02-01-01-02-22.wav,calm
RAVDESS\Actor_22\03-01-02-01-02-01-22.wav,calm
RAVDESS\Actor_22\03-01-02-01-02-02-22.wav,calm
RAVDESS\Actor_22\03-01-02-02-01-01-22.wav,calm
RAVDESS\Actor_22\03-01-02-02-01-02-22.wav,calm
RAVDESS\Actor_22\03-01-02-02-02-01-22.wav,calm
RAVDESS\Actor_22\03-01-02-02-02-02-22.wav,calm
RAVDESS\Actor_22\03-01-03-01-01-01-22.wav,happy
RAVDESS\Actor_22\03-01-03-01-01-02-22.wav,happy
RAVDESS\Actor_22\03-01-03-01-02-01-22.wav,happy
RAVDESS\Actor_22\03-01-03-01-02-02-22.wav,happy
RAVDESS\Actor_22\03-01-03-02-01-01-22.wav,happy
RAVDESS\Actor_22\03-01-03-02-01-02-22.wav,happy
RAVDESS\Actor_22\03-01-03-02-02-01-22.wav,happy
RAVDESS\Actor_22\03-01-03-02-02-02-22.wav,happy
RAVDESS\Actor_22\03-01-04-01-01-01-22.wav,sad
RAVDESS\Actor_22\03-01-04-01-01-02-22.wav,sad
RAVDESS\Actor_22\03-01-04-01-02-01-22.wav,sad
RAVDESS\Actor_22\03-01-04-01-02-02-22.wav,sad
RAVDESS\Actor_22\03-01-04-02-01-01-22.wav,sad
RAVDESS\Actor_22\03-01-04-02-01-02-22.wav,sad
RAVDESS\Actor_22\03-01-04-02-02-01-22.wav,sad
RAVDESS\Actor_22\03-01-04-02-02-02-22.wav,sad
RAVDESS\Actor_22\03-01-05-01-01-01-22.wav,angry
RAVDESS\Actor_22\03-01-05-01-01-02-22.wav,angry
RAVDESS\Actor_22\03-01-05-01-02-01-22.wav,angry
RAVDESS\Actor_22\03-01-05-01-02-02-22.wav,angry
RAVDESS\Actor_22\03-01-05-02-01-01-22.wav,angry
RAVDESS\Actor_22\03-01-05-02-01-02-22.wav,angry
RAVDESS\Actor_22\03-01-05-02-02-01-22.wav,angry
RAVDESS\Actor_22\03-01-05-02-02-02-22.wav,angry
RAVDESS\Actor_22\03-01-06-01-01-01-22.wav,fearful
RAVDESS\Actor_22\03-01-06-01-01-02-22.wav,fearful
RAVDESS\Actor_22\03-01-06-01-02-01-22.wav,fearful
RAVDESS\Actor_22\03-01-06-01-02-02-22.wav,fearful
RAVDESS\Actor_22\03-01-06-02-01-01-22.wav,fearful
RAVDESS\Actor_22\03-01-06-02-01-02-22.wav,fearful
RAVDESS\Actor_22\03-01-06-02-02-01-22.wav,fearful
RAVDESS\Actor_22\03-01-06-02-02-02-22.wav,fearful
RAVDESS\Actor_22\03-01-07-01-01-01-22.wav,disgust
RAVDESS\Actor_22\03-01-07-01-01-02-22.wav,disgust
RAVDESS\Actor_22\03-01-07-01-02-01-22.wav,disgust
RAVDESS\Actor_22\03-01-07-01-02-02-22.wav,disgust
RAVDESS\Actor_22\03-01-07-02-01-01-22.wav,disgust
RAVDESS\Actor_22\03-01-07-02-01-02-22.wav,disgust
RAVDESS\Actor_22\03-01-07-02-02-01-22.wav,disgust
RAVDESS\Actor_22\03-01-07-02-02-02-22.wav,disgust
RAVDESS\Actor_22\03-01-08-01-01-01-22.wav,surprised
RAVDESS\Actor_22\03-01-08-01-01-02-22.wav,surprised
RAVDESS\Actor_22\03-01-08-01-02-01-22.wav,surprised
RAVDESS\Actor_22\03-01-08-01-02-02-22.wav,surprised
RAVDESS\Actor_22\03-01-08-02-01-01-22.wav,surprised
RAVDESS\Actor_22\03-01-08-02-01-02-22.wav,surprised
RAVDESS\Actor_22\03-01-08-02-02-01-22.wav,surprised
RAVDESS\Actor_22\03-01-08-02-02-02-22.wav,surprised
RAVDESS\Actor_23\03-01-01-01-01-01-23.wav,neutral
RAVDESS\Actor_23\03-01-01-01-01-02-23.wav,neutral
RAVDESS\Actor_23\03-01-01-01-02-01-23.wav,neutral
RAVDESS\Actor_23\03-01-01-01-02-02-23.wav,neutral
RAVDESS\Actor_23\03-01-02-01-01-01-23.wav,calm
RAVDESS\Actor_23\03-01-02-01-01-02-23.wav,calm
RAVDESS\Actor_23\03-01-02-01-02-01-23.wav,calm
RAVDESS\Actor_23\03-01-02-01-02-02-23.wav,calm
RAVDESS\Actor_23\03-01-02-02-01-01-23.wav,calm
RAVDESS\Actor_23\03-01-02-02-01-02-23.wav,calm
RAVDESS\Actor_23\03-01-02-02-02-01-23.wav,calm
RAVDESS\Actor_23\03-01-02-02-02-02-23.wav,calm
RAVDESS\Actor_23\03-01-03-01-01-01-23.wav,happy
RAVDESS\Actor_23\03-01-03-01-01-02-23.wav,happy
RAVDESS\Actor_23\03-01-03-01-02-01-23.wav,happy
RAVDESS\Actor_23\03-01-03-01-02-02-23.wav,happy
RAVDESS\Actor_23\03-01-03-02-01-01-23.wav,happy
RAVDESS\Actor_23\03-01-03-02-01-02-23.wav,happy
RAVDESS\Actor_23\03-01-03-02-02-01-23.wav,happy
RAVDESS\Actor_23\03-01-03-02-02-02-23.wav,happy
RAVDESS\Actor_23\03-01-04-01-01-01-23.wav,sad
RAVDESS\Actor_23\03-01-04-01-01-02-23.wav,sad
RAVDESS\Actor_23\03-01-04-01-02-01-23.wav,sad
RAVDESS\Actor_23\03-01-04-01-02-02-23.wav,sad
RAVDESS\Actor_23\03-01-04-02-01-01-23.wav,sad
RAVDESS\Actor_23\03-01-04-02-01-02-23.wav,sad
RAVDESS\Actor_23\03-01-04-02-02-01-23.wav,sad
RAVDESS\Actor_23\03-01-04-02-02-02-23.wav,sad
RAVDESS\Actor_23\03-01-05-01-01-01-23.wav,angry
RAVDESS\Actor_23\03-01-05-01-01-02-23.wav,angry
RAVDESS\Actor_23\03-01-05-01-02-01-23.wav,angry
RAVDESS\Actor_23\03-01-05-01-02-02-23.wav,angry
RAVDESS\Actor_23\03-01-05-02-01-01-23.wav,angry
RAVDESS\Actor_23\03-01-05-02-01-02-23.wav,angry
RAVDESS\Actor_23\03-01-05-02-02-01-23.wav,angry
RAVDESS\Actor_23\03-01-05-02-02-02-23.wav,angry
RAVDESS\Actor_23\03-01-06-01-01-01-23.wav,fearful
RAVDESS\Actor_23\03-01-06-01-01-02-23.wav,fearful
RAVDESS\Actor_23\03-01-06-01-02-01-23.wav,fearful
RAVDESS\Actor_23\03-01-06-01-02-02-23.wav,fearful
RAVDESS\Actor_23\03-01-06-02-01-01-23.wav,fearful
